¼øÀ§,¼±¼ö¸í,ÆÀ¸í,WAR,°æ±â,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ìÅ¸,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR2,WPA,¿¬µµ
3,ºê¸®¶Ç,01SSS,6.23,122,510,422,59,135,27,0,22,228,80,7,3,57,24,7,53,12,2,5,0.32,0.425,0.54,0.966,0.426,151.0,6.23,,2001
4,µ¥ÀÌºñ½º,01ÇÑCF,6.04,130,564,496,95,166,21,0,30,277,96,15,9,60,2,9,74,15,0,6,0.335,0.404,0.558,0.963,0.421,145.8,6.04,,2001
5,ÀÌ½Â¿±,01»ï1B,5.52,127,574,463,101,128,31,2,39,280,95,4,2,96,12,11,130,6,1,2,0.276,0.412,0.605,1.017,0.434,155.1,5.52,,2001
6,¹Ú°æ¿Ï,01ÇöC,5.32,130,528,421,66,108,13,1,24,195,81,21,8,91,7,2,121,9,6,3,0.257,0.395,0.463,0.858,0.385,123.7,5.32,,2001
7,Àå¼ºÈ£,01ÇØ1B,5.16,133,591,489,86,152,32,4,23,261,97,6,4,90,6,5,53,11,3,3,0.311,0.422,0.534,0.956,0.423,148.3,5.16,,2001
8,¿ìÁî,01µÎ1B,4.9,118,525,436,101,127,16,2,34,249,113,12,3,83,1,4,114,11,0,5,0.291,0.402,0.571,0.973,0.423,150.2,4.9,,2001
9,Á¤¼ö±Ù,01µÎCF,4.85,122,546,467,95,143,21,9,2,188,53,52,11,71,1,1,51,8,2,5,0.306,0.395,0.403,0.798,0.372,115.2,4.85,,2001
10,¾çÁØÇõ,01LDH,4.79,124,531,439,79,156,20,3,14,224,92,12,5,80,1,4,55,9,2,8,0.355,0.449,0.51,0.959,0.431,155.7,4.79,,2001
11,À¯ÁöÇö,01LSS,4.62,129,580,448,90,127,26,2,9,184,53,21,7,96,3,0,59,13,30,3,0.283,0.411,0.411,0.822,0.366,111.5,4.62,,2001
12,ÀÌº´±Ô,01LCF,4.55,133,607,542,107,167,30,4,12,241,83,24,8,54,4,6,69,10,4,3,0.308,0.373,0.445,0.818,0.368,112.8,4.55,,2001
13,±èÀçÇö,01LRF,4.52,126,534,428,81,139,29,1,8,194,61,10,8,88,6,1,83,9,8,4,0.325,0.443,0.453,0.896,0.411,141.6,4.52,,2001
14,¸¶ÇØ¿µ,01»ïDH,4.43,133,547,470,86,154,18,0,30,262,95,1,1,68,5,3,82,13,0,4,0.328,0.415,0.557,0.972,0.43,152.4,4.43,,2001
15,±èÅÂ±Õ,01ÇÑ3B,4.33,88,289,245,51,82,13,2,20,159,54,2,0,40,4,2,72,4,0,0,0.335,0.436,0.649,1.085,0.469,176.6,4.33,,2001
16,¿¡·¹¶ó,01SCF,4.22,103,450,418,61,142,27,1,15,216,63,15,7,24,5,4,53,11,1,2,0.34,0.381,0.517,0.898,0.399,132.8,4.22,,2001
17,Á¶°æÈ¯,01·ÔRF,4.08,120,497,433,65,131,33,0,26,242,102,2,0,47,8,2,109,6,3,6,0.303,0.377,0.559,0.935,0.406,137.5,4.08,,2001
18,¹ÚÁø¸¸,01ÇöSS,3.98,122,449,383,72,115,13,0,22,194,63,9,6,47,4,0,65,13,12,3,0.3,0.38,0.507,0.886,0.386,124.1,3.98,,2001
19,¹ÚÇö½Â,01·Ô3B,3.97,123,521,427,76,123,21,4,5,167,53,15,6,72,13,1,68,5,6,3,0.288,0.404,0.391,0.795,0.372,115.0,3.97,,2001
20,¾È°æÇö,01µÎ2B,3.82,131,539,457,68,129,31,1,17,213,87,4,1,54,13,1,51,17,7,8,0.282,0.368,0.466,0.835,0.371,114.6,3.82,,2001
21,½ÉÁ¤¼ö,01ÇöRF,3.71,107,453,381,67,112,19,1,18,187,70,8,2,60,11,4,75,11,0,1,0.294,0.404,0.491,0.895,0.403,135.7,3.71,,2001
22,ÀüÁØÈ£,01ÇöLF,3.55,125,490,400,85,130,18,6,4,172,35,27,15,65,8,1,51,5,13,4,0.325,0.426,0.43,0.856,0.389,126.5,3.55,,2001
23,±èÇÑ¼ö,01»ï3B,3.51,117,478,427,59,133,29,2,13,205,61,3,2,28,13,3,57,11,2,8,0.311,0.366,0.48,0.846,0.376,117.1,3.51,,2001
24,È«¼¼¿Ï,01ÇØSS,3.49,133,508,451,60,132,24,1,14,200,72,8,2,43,3,2,62,14,5,6,0.293,0.354,0.443,0.797,0.356,104.6,3.49,,2001
25,ÃÖ±â¹®,01·ÔC,3.26,127,451,385,54,117,16,2,7,158,47,8,5,40,7,1,52,6,14,5,0.304,0.375,0.41,0.786,0.352,101.9,3.26,,2001
26,ÀÌ¿µ¿ì,01ÇÑLF,3.12,126,448,381,72,109,25,3,15,185,65,10,3,62,0,4,70,8,4,1,0.286,0.385,0.486,0.871,0.386,123.6,3.12,,2001
27,¸¶¸£Æ¼³×½º,01»ïLF,3.1,128,550,482,93,134,27,2,25,240,96,28,11,50,7,4,79,12,2,9,0.278,0.349,0.498,0.847,0.37,113.2,3.1,,2001
28,Áø°©¿ë,01»ïC,2.98,89,349,314,54,96,25,2,7,146,57,2,3,23,7,2,37,4,0,5,0.306,0.361,0.465,0.826,0.37,113.7,2.98,,2001
29,¹ÚÇÑÀÌ,01»ïRF,2.88,130,501,420,77,117,25,3,13,187,61,17,9,60,12,0,60,14,9,0,0.279,0.384,0.445,0.829,0.375,116.4,2.88,,2001
30,Äý¶õ,01Çö3B,2.79,123,474,414,66,100,13,1,28,199,66,0,4,49,10,2,160,4,0,1,0.242,0.335,0.481,0.816,0.361,107.6,2.79,,2001
1,ÀÌ½Â¿±,02»ï1B,8.96,133,617,511,123,165,42,2,47,352,126,1,2,89,15,5,109,11,0,2,0.323,0.436,0.689,1.125,0.472,198.5,8.96,,2002
2,½ÉÁ¤¼ö,02ÇöRF,7.45,133,577,502,101,161,22,1,46,323,119,2,1,69,3,10,114,13,0,3,0.321,0.404,0.643,1.047,0.44,177.7,7.45,,2002
3,Æä¸£³­µ¥½º,02S3B,6.39,132,556,499,81,140,24,0,45,299,107,4,4,49,7,2,114,8,0,1,0.281,0.353,0.599,0.952,0.404,153.3,6.39,,2002
4,±èµ¿ÁÖ,02µÎ3B,6.13,120,487,415,63,132,21,0,26,231,79,1,1,52,13,2,61,8,0,7,0.318,0.405,0.557,0.961,0.415,162.7,6.13,,2002
5,Àå¼ºÈ£,02K1B,6.02,133,586,481,82,165,29,0,19,251,95,7,3,86,9,14,53,15,2,8,0.343,0.445,0.522,0.967,0.419,163.1,6.02,,2002
6,¸¶ÇØ¿µ,02»ïDH,5.61,133,596,532,92,172,40,2,33,315,116,2,0,46,12,5,74,14,0,6,0.323,0.386,0.592,0.978,0.418,161.3,5.61,,2002
7,¼ÛÁö¸¸,02ÇÑRF,5.57,131,557,488,84,142,18,2,38,278,104,8,3,58,9,4,136,14,0,2,0.291,0.375,0.57,0.945,0.405,152.0,5.57,,2002
8,ÀÌ¿µ¿ì,02ÇÑLF,5.42,133,564,476,96,150,26,1,24,250,52,13,12,73,8,6,103,14,7,0,0.315,0.415,0.525,0.94,0.406,153.0,5.42,,2002
9,ÀÌÁ¾¹ü,02KCF,5.24,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,0.293,0.365,0.464,0.829,0.363,124.1,5.24,,2002
10,ºê¸®¶Ç,02»ïSS,5.07,128,545,481,89,136,29,0,25,240,90,1,2,35,21,3,84,10,4,4,0.283,0.355,0.499,0.854,0.369,128.1,5.07,,2002
11,±èÀçÇö,02LRF,5.03,98,370,296,50,99,14,0,16,161,61,11,3,54,18,5,51,6,0,2,0.334,0.462,0.544,1.006,0.441,180.6,5.03,,2002
12,±èÁ¾±¹,02K2B,4.85,133,595,527,95,151,26,3,8,207,53,50,9,61,3,0,116,5,3,1,0.287,0.363,0.393,0.756,0.343,109.8,4.85,,2002
13,±èÇÑ¼ö,02»ï3B,4.68,127,541,486,69,151,23,1,17,227,76,4,2,35,14,2,61,15,2,4,0.311,0.371,0.467,0.838,0.37,128.5,4.68,,2002
14,Áø°©¿ë,02»ïC,4.59,133,517,462,58,130,29,1,18,215,86,0,0,41,8,4,56,13,1,5,0.281,0.347,0.465,0.812,0.354,117.8,4.59,,2002
15,Ã¤Á¾¹ü,02SCF,4.24,127,557,478,79,139,19,2,17,213,68,10,9,47,18,1,70,17,11,3,0.291,0.374,0.446,0.819,0.359,121.7,4.24,,2002
16,È«¼ºÈç,02µÎC,4.18,127,484,432,51,125,17,0,18,196,70,5,3,37,5,1,63,17,7,3,0.289,0.35,0.454,0.804,0.351,115.9,4.18,,2002
17,µ¥ÀÌºñ½º,02ÇÑCF,4.17,115,456,404,56,116,23,1,21,204,72,14,9,46,4,5,97,6,0,2,0.287,0.364,0.505,0.869,0.377,132.9,4.17,,2002
18,Á¤¼ºÈÆ,02K3B,3.63,114,385,340,65,106,19,3,9,158,39,16,4,28,9,2,42,9,5,3,0.312,0.376,0.465,0.841,0.368,127.3,3.63,,2002
19,ÀÌÁø¿µ,02SRF,3.5,128,475,419,73,129,22,8,13,206,40,11,12,42,5,3,57,7,6,3,0.308,0.375,0.492,0.867,0.375,132.7,3.5,,2002
20,ÀÌº´±Ô,02LCF,3.43,109,444,389,54,114,25,0,12,175,43,9,6,50,2,12,57,6,1,2,0.293,0.375,0.45,0.825,0.358,121.4,3.43,,2002
21,°­µ¿¿ì,02»ïCF,3.29,130,521,466,75,134,23,3,9,190,49,11,6,46,1,0,76,9,7,1,0.288,0.352,0.408,0.76,0.338,106.7,3.29,,2002
22,ÀÌÈ£ÁØ,02S1B,3.28,129,499,444,76,128,24,2,23,225,64,5,3,45,4,3,75,12,4,2,0.288,0.358,0.507,0.864,0.373,131.1,3.28,,2002
23,ÀüÁØÈ£,02ÇöLF,3.23,126,501,420,83,126,15,8,3,166,28,26,11,53,13,1,51,2,14,1,0.3,0.394,0.395,0.79,0.352,116.2,3.23,,2002
24,¹Ú¿ëÅÃ,02LLF,3.2,112,424,375,68,108,28,6,9,175,55,20,5,38,6,1,109,11,1,4,0.288,0.359,0.467,0.826,0.363,124.6,3.2,,2002
25,¾È°æÇö,02µÎ2B,3.13,130,548,486,50,140,24,4,8,196,58,5,4,44,5,0,65,13,7,6,0.288,0.349,0.403,0.753,0.334,104.2,3.13,,2002
26,¹ÚÀçÈ«,02ÇöCF,3.12,112,481,432,57,120,24,0,15,189,67,12,8,41,4,2,94,10,0,4,0.278,0.343,0.438,0.781,0.345,111.6,3.12,,2002
27,ÇÁ·©Å¬¸°,02Çö3B,3.01,49,198,152,30,42,9,1,14,95,30,4,2,34,10,3,52,2,0,2,0.276,0.434,0.625,1.059,0.445,180.7,3.01,,2002
28,ÃÖ±â¹®,02·ÔC,2.95,123,415,383,34,109,22,4,8,163,50,1,4,27,3,5,44,9,2,0,0.285,0.337,0.426,0.762,0.334,104.0,2.95,,2002
29,ÀÌ¼þ¿ë,02Çö1B,2.88,125,480,422,63,120,18,2,19,199,76,7,2,40,12,2,54,11,4,2,0.284,0.361,0.472,0.833,0.364,124.8,2.88,,2002
30,¿ìÁî,02µÎ1B,2.64,119,469,407,53,104,18,3,25,203,82,5,2,50,5,3,123,11,0,7,0.256,0.339,0.499,0.838,0.36,122.6,2.64,,2002
1,½ÉÁ¤¼ö,03ÇöRF,10.19,133,601,460,110,154,16,1,53,331,142,6,2,124,9,17,63,14,0,8,0.335,0.478,0.72,1.197,0.498,210.7,10.19,,2003
2,ÀÌ½Â¿±,03»ï1B,8.39,131,596,479,115,144,23,0,56,335,144,7,0,101,10,9,89,11,0,6,0.301,0.428,0.699,1.127,0.471,191.2,8.39,,2003
3,ÀÌÁ¾¹ü,03KCF,7.11,132,595,524,110,165,43,1,20,270,61,50,10,59,7,5,58,8,1,4,0.315,0.389,0.515,0.904,0.399,142.8,7.11,,2003
4,¾çÁØÇõ,03»ïLF,6.21,133,551,490,90,161,37,2,33,301,92,2,5,49,6,2,49,13,4,2,0.329,0.395,0.614,1.009,0.435,166.3,6.21,,2003
5,±èÅÂ±Õ,03ÇÑ1B,6.0,133,573,479,67,153,24,2,31,274,95,3,2,79,9,6,106,13,4,2,0.319,0.424,0.572,0.996,0.432,165.1,6.0,,2003
6,±èµ¿ÁÖ,03µÎDH,5.61,118,504,401,61,137,23,2,23,233,89,3,2,79,11,8,53,15,0,13,0.342,0.45,0.581,1.031,0.446,177.9,5.61,,2003
7,Àå¼ºÈ£,03K1B,5.58,130,571,476,93,150,36,2,21,253,105,13,4,84,3,7,52,7,3,5,0.315,0.417,0.532,0.949,0.415,154.2,5.58,,2003
8,ÀÌÁø¿µ,03SLF,5.33,128,562,481,81,158,29,6,17,250,70,10,9,62,4,1,76,6,13,2,0.328,0.408,0.52,0.928,0.404,147.8,5.33,,2003
9,ÀÌÈ£ÁØ,03S1B,5.15,133,554,473,86,137,20,1,36,267,102,9,7,69,9,4,80,6,2,1,0.29,0.39,0.564,0.954,0.414,154.8,5.15,,2003
10,¾È°æÇö,03µÎ2B,4.98,128,539,475,65,158,28,3,10,222,72,1,1,48,5,2,43,21,6,5,0.333,0.396,0.467,0.863,0.385,134.2,4.98,,2003
11,¹ÚÇÑÀÌ,03»ïRF,4.83,133,612,528,113,170,34,1,12,242,59,17,7,63,8,1,55,7,8,5,0.322,0.399,0.458,0.857,0.384,131.8,4.83,,2003
12,Áø°©¿ë,03»ïC,4.75,126,485,435,64,126,20,2,21,213,53,1,1,36,10,3,34,13,2,2,0.29,0.356,0.49,0.846,0.373,124.2,4.75,,2003
13,ÀÌ¿µ¿ì,03ÇÑLF,4.72,133,590,498,90,148,28,4,16,232,71,18,9,78,8,7,71,7,3,3,0.297,0.399,0.466,0.865,0.386,133.1,4.72,,2003
14,È«¼¼¿Ï,03KSS,4.43,129,549,487,75,141,26,1,22,235,100,7,7,45,3,0,54,13,5,9,0.29,0.347,0.483,0.83,0.364,118.2,4.43,,2003
15,±èµ¿¼ö,03ÇöC,4.27,117,441,367,48,113,15,1,16,178,68,3,4,45,8,5,57,10,15,6,0.308,0.39,0.485,0.875,0.375,125.6,4.27,,2003
16,¸¶ÇØ¿µ,03»ïDH,4.21,132,573,502,90,146,25,0,38,285,123,1,1,56,10,3,89,22,1,4,0.291,0.371,0.568,0.938,0.406,147.0,4.21,,2003
17,¹ÚÁø¸¸,03ÇöSS,4.09,129,515,421,68,119,26,0,16,193,48,6,5,55,13,0,66,14,22,4,0.283,0.379,0.458,0.838,0.363,117.2,4.09,,2003
18,µð¾ÆÁî,03S3B,4.04,112,485,439,56,125,26,0,22,217,63,5,0,32,10,1,47,11,0,4,0.285,0.344,0.494,0.839,0.371,123.5,4.04,,2003
19,¹ÚÀçÈ«,03KRF,4.03,108,461,392,71,118,15,5,19,200,66,14,9,60,1,1,84,11,6,2,0.301,0.393,0.51,0.904,0.397,141.0,4.03,,2003
20,Á¤¼ºÈÆ,03Çö3B,3.85,91,379,338,55,116,17,0,13,172,51,9,4,23,8,1,40,20,9,1,0.343,0.397,0.509,0.906,0.397,140.9,3.85,,2003
21,±èÇÑ¼ö,03»ï3B,3.85,131,532,478,67,141,23,1,17,217,70,5,2,29,17,0,57,20,4,4,0.295,0.354,0.454,0.808,0.361,116.2,3.85,,2003
22,Á¶¼ºÈ¯,03·Ô2B,3.65,129,543,486,73,149,25,2,6,196,38,23,11,37,12,3,57,5,7,1,0.307,0.369,0.403,0.773,0.35,108.7,3.65,,2003
23,¹ÚÁ¾È£,03Çö2B,3.41,131,597,502,90,147,26,4,6,199,61,6,4,47,18,0,53,6,26,4,0.293,0.371,0.396,0.768,0.34,101.3,3.41,,2003
24,¹Ú°æ¿Ï,03SC,3.35,122,428,336,49,84,16,2,15,149,60,6,6,59,9,2,93,8,21,3,0.25,0.374,0.443,0.817,0.35,109.0,3.35,,2003
25,ÀÌ½Ã¿Â,03·Ô,3.1,90,377,338,45,98,19,1,13,158,45,7,1,33,6,1,92,10,0,0,0.29,0.363,0.467,0.831,0.373,125.0,3.1,,2003
26,¸¶¸£Æ¼³×½º,03LRF,3.05,131,552,483,70,132,29,2,17,216,70,27,14,53,8,1,67,3,1,7,0.273,0.35,0.447,0.798,0.357,113.5,3.05,,2003
27,ÀÌµµÇü,03ÇÑC,2.86,125,420,365,40,97,19,0,16,164,58,0,1,37,4,3,46,13,10,4,0.266,0.337,0.449,0.786,0.34,101.8,2.86,,2003
28,ºê¸®¶Ç,03»ïSS,2.81,102,433,380,59,97,17,1,20,176,58,2,2,31,10,0,58,8,9,3,0.255,0.326,0.463,0.789,0.343,103.6,2.81,,2003
29,Á¶°æÈ¯,03SDH,2.69,121,441,376,63,107,20,1,23,198,68,2,6,45,11,0,103,10,8,1,0.285,0.376,0.527,0.903,0.392,139.0,2.69,,2003
30,ÃÖ±â¹®,03·ÔC,2.68,119,392,347,33,102,20,2,2,132,41,6,5,34,4,3,27,1,6,1,0.294,0.363,0.38,0.743,0.337,99.3,2.68,,2003
1,ºê·ë¹Ù,04ÇöLF,8.37,132,594,475,92,163,25,1,33,289,105,7,8,114,1,10,79,10,0,4,0.343,0.468,0.608,1.076,0.473,190.6,8.37,,2004
2,¹Ú°æ¿Ï,04SC,8.36,132,526,410,94,121,19,1,34,244,79,2,5,94,14,3,126,9,6,2,0.295,0.44,0.595,1.036,0.451,177.9,8.36,,2004
3,¾çÁØÇõ,04»ï1B,6.37,133,584,479,95,151,30,0,28,265,103,5,2,89,13,8,53,10,1,2,0.315,0.434,0.553,0.987,0.439,167.5,6.37,,2004
4,È«¼ºÈç,04µÎC,6.17,133,552,501,62,165,27,2,14,238,86,10,7,36,10,2,70,8,3,2,0.329,0.384,0.475,0.859,0.391,135.7,6.17,,2004
5,ÀÌº´±Ô,04LCF,5.72,129,562,496,95,160,26,2,14,232,64,8,4,50,12,1,72,14,3,1,0.323,0.397,0.468,0.865,0.396,139.4,5.72,,2004
6,ÀÌ¹üÈ£,04ÇÑ3B,5.61,133,541,481,80,148,35,3,23,258,74,6,3,48,3,1,80,8,5,4,0.308,0.371,0.536,0.908,0.401,140.7,5.61,,2004
7,¹ÚÇÑÀÌ,04»ïCF,5.49,132,587,503,81,156,26,2,16,234,63,13,9,69,5,3,57,8,7,3,0.31,0.397,0.465,0.862,0.39,133.9,5.49,,2004
8,±èÅÂ±Õ,04ÇÑ1B,5.15,129,556,473,76,153,26,1,23,250,106,2,1,70,6,3,99,11,0,7,0.323,0.412,0.529,0.94,0.422,154.7,5.15,,2004
9,ÀÌÁø¿µ,04SLF,5.07,117,483,404,74,138,19,1,15,204,63,8,6,66,5,6,49,9,6,2,0.342,0.438,0.505,0.943,0.423,158.4,5.07,,2004
10,±èµ¿ÁÖ,04µÎ3B,5.05,124,517,430,72,123,19,1,19,201,76,4,6,69,16,3,67,14,0,2,0.286,0.402,0.467,0.87,0.398,141.2,5.05,,2004
11,ÀÌ¿µ¿ì,04ÇÑLF,5.05,131,572,483,94,154,31,3,13,230,60,20,12,73,8,5,66,13,6,2,0.319,0.415,0.476,0.891,0.403,142.4,5.05,,2004
12,µ¥ÀÌºñ½º,04ÇÑCF,4.61,119,510,440,70,128,26,1,19,213,77,9,5,61,3,4,89,12,2,4,0.291,0.378,0.484,0.862,0.387,131.4,4.61,,2004
13,Áø°©¿ë,04»ïC,4.53,129,491,439,60,122,20,0,24,214,71,0,0,34,12,2,51,16,2,4,0.278,0.344,0.487,0.831,0.371,121.0,4.53,,2004
14,½ÉÀçÇÐ,04KRF,4.33,128,469,372,64,105,23,2,22,198,81,1,4,79,6,4,54,7,3,9,0.282,0.408,0.532,0.94,0.413,149.6,4.33,,2004
15,È«¼¼¿Ï,04KSS,4.28,96,407,342,57,101,20,1,15,168,51,8,4,50,6,1,43,14,3,6,0.295,0.389,0.491,0.88,0.394,136.7,4.28,,2004
16,ÀÌÁ¾¹ü,04KCF,4.27,133,577,493,100,128,29,0,17,208,52,42,7,53,17,1,50,9,12,2,0.26,0.35,0.422,0.772,0.349,106.2,4.27,,2004
17,Àå¼ºÈ£,04K1B,4.24,130,561,474,78,142,29,0,19,228,80,11,7,76,7,5,61,11,0,4,0.3,0.401,0.481,0.882,0.4,140.8,4.24,,2004
18,ÀüÁØÈ£,04ÇöCF,4.24,132,581,487,88,142,10,7,4,178,48,53,7,63,5,2,64,4,24,2,0.292,0.377,0.366,0.743,0.337,98.4,4.24,,2004
19,±èÀçÇö,04LRF,4.13,120,458,373,56,112,18,3,14,178,62,1,1,66,12,5,58,10,0,7,0.3,0.415,0.477,0.892,0.405,145.4,4.13,,2004
20,¹ÚÁø¸¸,04ÇöSS,4.03,129,506,434,65,124,18,0,17,193,69,6,3,48,9,2,67,10,10,5,0.286,0.365,0.445,0.81,0.362,115.5,4.03,,2004
21,ÀÌÈ£ÁØ,04S1B,3.92,133,578,497,87,139,22,2,30,255,112,7,7,69,4,5,75,12,2,6,0.28,0.368,0.513,0.881,0.39,134.9,3.92,,2004
22,¾È°æÇö,04µÎ2B,3.42,125,525,447,57,125,20,1,10,177,51,8,3,54,13,2,44,15,9,2,0.28,0.372,0.396,0.768,0.353,109.6,3.42,,2004
23,½ÉÁ¤¼ö,04ÇöRF,3.33,102,455,367,64,94,14,1,22,176,78,0,1,75,6,3,128,11,0,7,0.256,0.385,0.48,0.864,0.389,133.2,3.33,,2004
24,Æä·¹Áî,04·ÔLF,3.09,125,532,490,60,154,17,0,18,225,86,7,6,33,5,6,66,19,1,3,0.314,0.362,0.459,0.821,0.37,121.3,3.09,,2004
25,±èÇÑ¼ö,04»ï3B,3.04,133,558,498,60,135,30,1,16,215,84,1,2,30,20,2,79,23,6,4,0.271,0.335,0.432,0.767,0.346,104.2,3.04,,2004
26,¹ÚÁ¾È£,04»ï2B,2.95,132,587,514,78,145,25,0,8,194,59,7,2,47,9,0,55,10,13,4,0.282,0.35,0.377,0.728,0.334,96.1,2.95,,2004
27,¼ÛÁö¸¸,04ÇöLF,2.9,132,567,486,80,129,21,0,22,216,74,6,7,63,9,1,127,16,9,0,0.265,0.36,0.444,0.805,0.363,116.0,2.9,,2004
28,¹Ú¿ëÅÃ,04LRF,2.77,109,435,393,51,118,15,2,16,185,58,10,4,32,3,3,68,4,6,1,0.3,0.357,0.471,0.827,0.369,120.4,2.77,,2004
29,Á¤°æ¹è,04S2B,2.71,105,421,362,51,107,23,0,9,157,47,2,4,32,11,0,63,9,13,3,0.296,0.368,0.434,0.801,0.359,113.3,2.71,,2004
30,±èÁ¾±¹,04K2B,2.65,133,562,491,66,130,20,1,10,182,46,39,8,46,5,0,81,10,18,2,0.265,0.333,0.371,0.703,0.319,85.9,2.65,,2004
1,µ¥ÀÌºñ½º,05ÇÑCF,6.35,118,507,431,90,139,24,0,24,235,86,7,3,65,5,7,76,8,0,6,0.323,0.412,0.545,0.958,0.424,160.4,6.35,,2005
2,¼­Æ°,05ÇöLF,6.05,119,521,424,76,124,18,2,35,251,102,0,2,86,4,8,101,3,0,7,0.292,0.411,0.592,1.003,0.435,168.8,6.05,,2005
3,¹ÚÀçÈ«,05SCF,5.51,109,495,421,76,128,21,1,18,205,63,22,10,67,2,2,78,10,2,3,0.304,0.4,0.487,0.887,0.4,147.4,5.51,,2005
4,±èÅÂ±Õ,05ÇÑ1B,5.1,124,529,461,73,146,33,2,23,252,100,3,1,60,6,5,73,20,0,2,0.317,0.401,0.547,0.947,0.421,158.6,5.1,,2005
5,ÀÌ¹üÈ£,05ÇÑ3B,4.95,126,513,444,69,121,27,1,26,228,68,6,2,53,9,0,94,8,1,6,0.273,0.357,0.514,0.871,0.387,135.8,4.95,,2005
6,ÀÌº´±Ô,05LCF,4.94,119,517,466,62,157,24,2,9,212,75,10,6,34,9,1,62,10,1,7,0.337,0.388,0.455,0.843,0.385,136.3,4.94,,2005
7,½ÉÁ¤¼ö,05»ïLF,4.89,124,528,433,77,119,14,0,28,217,87,3,2,89,4,4,116,12,0,2,0.275,0.402,0.501,0.903,0.406,149.8,4.89,,2005
8,ÀÌÁ¾¹ü,05KCF,4.79,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,0.312,0.393,0.421,0.814,0.374,127.8,4.79,,2005
9,±èÀçÇö,05SDH,4.68,120,499,400,63,126,17,0,19,200,77,2,2,80,16,10,59,9,0,3,0.315,0.445,0.5,0.945,0.427,165.8,4.68,,2005
10,Å¬¸®¾î,05LRF,4.03,110,453,402,64,122,23,4,15,198,61,19,5,36,10,3,85,8,0,5,0.303,0.371,0.493,0.863,0.387,137.7,4.03,,2005
11,ÀÌ´ëÈ£,05·Ô3B,3.98,126,512,447,53,119,16,2,21,202,80,1,0,47,15,4,76,12,0,3,0.266,0.354,0.452,0.805,0.364,122.1,3.98,,2005
12,±èµ¿ÁÖ,05µÎ3B,3.94,94,338,268,51,81,13,1,10,126,50,1,2,57,12,9,38,10,0,1,0.302,0.444,0.47,0.914,0.415,157.6,3.94,,2005
13,¼ÛÁö¸¸,05ÇöRF,3.73,123,510,436,70,118,22,0,24,212,74,3,3,43,24,0,101,9,4,3,0.271,0.366,0.486,0.852,0.382,133.4,3.73,,2005
14,ÀÌÁø¿µ,05SRF,3.63,122,523,453,76,132,19,1,20,213,74,8,5,55,3,3,60,7,8,4,0.291,0.369,0.47,0.839,0.373,128.3,3.63,,2005
15,Á¶µ¿Âù,05»ï3B,3.61,122,447,387,55,106,16,0,16,170,63,17,6,39,15,0,84,9,3,3,0.274,0.36,0.439,0.8,0.365,121.5,3.61,,2005
16,¹Ú¿ëÅÃ,05LLF,3.55,126,523,472,90,132,25,1,15,204,71,43,7,43,5,3,98,9,0,3,0.28,0.344,0.432,0.776,0.353,113.9,3.55,,2005
17,¹ÚÇÑÀÌ,05»ïCF,3.53,123,551,471,62,139,21,0,9,187,59,12,10,55,9,2,51,15,12,4,0.295,0.377,0.397,0.774,0.353,113.5,3.53,,2005
18,Á¤¼ºÈÆ,05Çö3B,3.42,126,523,458,61,122,20,1,17,195,72,7,3,49,7,0,67,14,9,0,0.266,0.346,0.426,0.772,0.349,110.8,3.42,,2005
19,Àå¼ºÈ£,05K1B,3.37,123,533,464,70,139,23,1,16,212,74,4,1,61,3,10,48,12,1,4,0.3,0.382,0.457,0.839,0.377,129.8,3.37,,2005
20,Æç·Î¿ì,05·ÔRF,3.14,109,443,398,56,113,15,1,23,199,69,3,4,30,11,2,84,6,0,4,0.284,0.348,0.5,0.848,0.378,131.8,3.14,,2005
21,Áø°©¿ë,05»ïC,2.96,110,406,347,34,100,17,0,6,135,41,1,1,36,8,1,47,8,11,4,0.288,0.365,0.389,0.754,0.342,106.0,2.96,,2005
22,ÀÌÈ£ÁØ,05S1B,2.91,105,411,354,59,96,16,1,21,177,65,5,5,45,10,2,68,10,0,2,0.271,0.367,0.5,0.867,0.389,139.0,2.91,,2005
23,¼Õ½ÃÇå,05µÎSS,2.9,126,480,416,59,115,18,5,4,155,60,2,5,48,4,0,59,7,6,6,0.276,0.352,0.373,0.725,0.334,101.1,2.9,,2005
24,Á¤°æ¹è,05S2B,2.87,126,502,427,49,122,16,1,11,173,63,7,8,44,10,1,75,7,14,7,0.286,0.361,0.405,0.766,0.344,107.7,2.87,,2005
25,¾È°æÇö,05µÎ2B,2.8,105,415,355,54,104,19,0,4,135,62,1,2,44,9,1,39,10,4,3,0.293,0.382,0.38,0.762,0.356,115.9,2.8,,2005
